zip,type,primary_city,state,county,latitude,longitude,world_region,country,decommissioned,estimated_population
08625,PO BOX,Trenton,NJ,Mercer County,40.22,-74.76,NA,US,0,0
08628,STANDARD,Trenton,NJ,Mercer County,40.22,-74.76,NA,US,0,7650
08629,STANDARD,Trenton,NJ,Mercer County,40.22,-74.76,NA,US,0,9859
08638,STANDARD,Trenton,NJ,Mercer County,40.22,-74.76,NA,US,0,17200
08640,STANDARD,Fort Dix,NJ,Burlington County,40.22,-74.76,NA,US,0,1941
08641,STANDARD,Trenton,NJ,Burlington County,40.22,-74.76,NA,US,0,2070
08645,UNIQUE,Trenton,NJ,Mercer County,40.22,-74.76,NA,US,0,0
08646,UNIQUE,Trenton,NJ,Mercer County,40.22,-74.76,NA,US,0,0
08647,UNIQUE,Trenton,NJ,Mercer County,40.22,-74.76,NA,US,0,0
08648,STANDARD,Lawrence Township,NJ,Mercer County,40.22,-74.76,NA,US,0,25629
08650,PO BOX,Trenton,NJ,Mercer County,40.22,-74.76,NA,US,0,0
08666,UNIQUE,Trenton,NJ,Mercer County,40.22,-74.76,NA,US,0,0
08690,STANDARD,Trenton,NJ,Mercer County,40.22,-74.76,NA,US,0,18316
08691,STANDARD,Trenton,NJ,Mercer County,40.22,-74.76,NA,US,0,13091
08695,UNIQUE,Trenton,NJ,Mercer County,40.22,-74.76,NA,US,0,0
08701,STANDARD,Lakewood,NJ,Ocean County,40.09,-74.21,NA,US,0,52778
08720,PO BOX,Allenwood,NJ,Monmouth County,40.13,-74.09,NA,US,0,974
08721,STANDARD,Bayville,NJ,Ocean County,39.91,-74.21,NA,US,0,17550
08722,STANDARD,Beachwood,NJ,Ocean County,39.92,-74.2,NA,US,0,9570
08723,STANDARD,Brick,NJ,Ocean County,40.06,-74.11,NA,US,0,27903
08724,STANDARD,Brick,NJ,Ocean County,40.06,-74.11,NA,US,0,37268
08730,STANDARD,Brielle,NJ,Monmouth County,40.1,-74.06,NA,US,0,4502
08731,STANDARD,Forked River,NJ,Ocean County,39.84,-74.19,NA,US,0,17395
08732,PO BOX,Island Heights,NJ,Ocean County,39.94,-74.14,NA,US,0,1563
08733,STANDARD,Lakehurst,NJ,Ocean County,40.01,-74.32,NA,US,0,2437
08734,STANDARD,Lanoka Harbor,NJ,Ocean County,39.86,-74.16,NA,US,0,6888
08735,STANDARD,Lavallette,NJ,Ocean County,39.96,-74.06,NA,US,0,2840
08736,STANDARD,Manasquan,NJ,Monmouth County,40.11,-74.03,NA,US,0,11328
08738,STANDARD,Mantoloking,NJ,Ocean County,40.04,-74.04,NA,US,0,831
08739,PO BOX,Normandy Beach,NJ,Ocean County,40,-74.06,NA,US,0,478
08740,PO BOX,Ocean Gate,NJ,Ocean County,39.92,-74.13,NA,US,0,1669
08741,STANDARD,Pine Beach,NJ,Ocean County,39.93,-74.17,NA,US,0,2458
08742,STANDARD,Point Pleasant Beach,NJ,Ocean County,40.09,-74.04,NA,US,0,22127
08750,STANDARD,Sea Girt,NJ,Monmouth County,40.12,-74.03,NA,US,0,3480
08751,STANDARD,Seaside Heights,NJ,Ocean County,39.94,-74.07,NA,US,0,3094
08752,STANDARD,Seaside Park,NJ,Ocean County,39.79,-74.09,NA,US,0,1913
08753,STANDARD,Toms River,NJ,Ocean County,39.95,-74.18,NA,US,0,55159
08754,PO BOX,Toms River,NJ,Ocean County,39.95,-74.18,NA,US,0,640
08755,STANDARD,Toms River,NJ,Ocean County,39.95,-74.18,NA,US,0,21432
08756,PO BOX,Toms River,NJ,Ocean County,39.95,-74.18,NA,US,0,0
08757,STANDARD,Toms River,NJ,Ocean County,39.95,-74.18,NA,US,0,26967
08758,STANDARD,Waretown,NJ,Ocean County,39.78,-74.19,NA,US,0,6336
08759,STANDARD,Manchester Township,NJ,Ocean County,39.93,-74.39,NA,US,0,27892
08801,STANDARD,Annandale,NJ,Hunterdon County,40.64,-74.89,NA,US,0,7033
08802,STANDARD,Asbury,NJ,Hunterdon County,40.67,-75.02,NA,US,0,3833
08803,PO BOX,Baptistown,NJ,Hunterdon County,40.49,-75,NA,US,0,0
08804,STANDARD,Bloomsbury,NJ,Hunterdon County,40.65,-75.08,NA,US,0,2745
08805,STANDARD,Bound Brook,NJ,Somerset County,40.56,-74.53,NA,US,0,10018
08807,STANDARD,Bridgewater,NJ,Somerset County,40.59,-74.62,NA,US,0,33977
08808,PO BOX,Broadway,NJ,Warren County,40.71,-75.05,NA,US,0,0
08809,STANDARD,Clinton,NJ,Hunterdon County,40.63,-74.91,NA,US,0,4772
08810,STANDARD,Dayton,NJ,Middlesex County,40.38,-74.51,NA,US,0,7524
08812,STANDARD,Dunellen,NJ,Somerset County,40.58,-74.46,NA,US,0,12136
08816,STANDARD,East Brunswick,NJ,Middlesex County,40.42,-74.41,NA,US,0,42868
08817,STANDARD,Edison,NJ,Middlesex County,40.52,-74.36,NA,US,0,39684
08818,PO BOX,Edison,NJ,Middlesex County,40.52,-74.36,NA,US,0,689
08820,STANDARD,Edison,NJ,Middlesex County,40.52,-74.36,NA,US,0,35691
08821,PO BOX,Flagtown,NJ,Somerset County,40.51,-74.67,NA,US,0,452
08822,STANDARD,Flemington,NJ,Hunterdon County,40.5,-74.86,NA,US,0,27375
08823,STANDARD,Franklin Park,NJ,Somerset County,40.44,-74.54,NA,US,0,8014
08824,STANDARD,Kendall Park,NJ,Middlesex County,40.41,-74.56,NA,US,0,11637
08825,STANDARD,Frenchtown,NJ,Hunterdon County,40.52,-75.05,NA,US,0,3829
08826,STANDARD,Glen Gardner,NJ,Hunterdon County,40.69,-74.94,NA,US,0,4916
08827,STANDARD,Hampton,NJ,Hunterdon County,40.7,-74.96,NA,US,0,4096
08828,STANDARD,Helmetta,NJ,Middlesex County,40.37,-74.42,NA,US,0,1927
08829,STANDARD,High Bridge,NJ,Hunterdon County,40.66,-74.89,NA,US,0,3328
08830,STANDARD,Iselin,NJ,Middlesex County,40.57,-74.31,NA,US,0,17210
08831,STANDARD,Monroe Township,NJ,Middlesex County,40.34,-74.44,NA,US,0,41128
08832,STANDARD,Keasbey,NJ,Middlesex County,40.51,-74.31,NA,US,0,2437
08833,STANDARD,Lebanon,NJ,Hunterdon County,40.64,-74.83,NA,US,0,8101
08834,PO BOX,Little York,NJ,Hunterdon County,40.6,-75.05,NA,US,0,0
08835,STANDARD,Manville,NJ,Somerset County,40.54,-74.58,NA,US,0,8927
08836,STANDARD,Martinsville,NJ,Somerset County,40.6,-74.56,NA,US,0,3670
08837,STANDARD,Edison,NJ,Middlesex County,40.52,-74.36,NA,US,0,13761
08840,STANDARD,Metuchen,NJ,Middlesex County,40.54,-74.36,NA,US,0,15163
08844,STANDARD,Hillsborough,NJ,Somerset County,40.47,-74.62,NA,US,0,34693
08846,STANDARD,Middlesex,NJ,Middlesex County,40.57,-74.5,NA,US,0,12094
08848,STANDARD,Milford,NJ,Hunterdon County,40.56,-75.09,NA,US,0,7470
08850,STANDARD,Milltown,NJ,Middlesex County,40.45,-74.43,NA,US,0,7643
08852,STANDARD,Monmouth Junction,NJ,Middlesex County,40.38,-74.54,NA,US,0,14675
08853,STANDARD,Neshanic Station,NJ,Somerset County,40.49,-74.73,NA,US,0,4879
08854,STANDARD,Piscataway,NJ,Middlesex County,40.51,-74.45,NA,US,0,43472
08855,PO BOX,Piscataway,NJ,Middlesex County,40.51,-74.45,NA,US,0,428
08857,STANDARD,Old Bridge,NJ,Middlesex County,40.39,-74.33,NA,US,0,34538
08858,PO BOX,Oldwick,NJ,Hunterdon County,40.66,-74.74,NA,US,0,695
08859,STANDARD,Parlin,NJ,Middlesex County,40.45,-74.3,NA,US,0,20576
08861,STANDARD,Perth Amboy,NJ,Middlesex County,40.52,-74.27,NA,US,0,41825
08862,PO BOX,Perth Amboy,NJ,Middlesex County,40.52,-74.27,NA,US,0,1430
08863,STANDARD,Fords,NJ,Middlesex County,40.54,-74.31,NA,US,0,11015
08865,STANDARD,Phillipsburg,NJ,Warren County,40.68,-75.18,NA,US,0,24138
08867,STANDARD,Pittstown,NJ,Hunterdon County,40.57,-74.96,NA,US,0,4651
08868,PO BOX,Quakertown,NJ,Hunterdon County,40.55,-74.94,NA,US,0,0
08869,STANDARD,Raritan,NJ,Somerset County,40.57,-74.64,NA,US,0,5803
08870,PO BOX,Readington,NJ,Hunterdon County,40.57,-74.73,NA,US,0,0
08871,PO BOX,Sayreville,NJ,Middlesex County,40.46,-74.32,NA,US,0,0
08872,STANDARD,Sayreville,NJ,Middlesex County,40.46,-74.32,NA,US,0,16564
08873,STANDARD,Somerset,NJ,Somerset County,40.49,-74.48,NA,US,0,42921
08875,PO BOX,Somerset,NJ,Somerset County,40.49,-74.48,NA,US,0,654
08876,STANDARD,Somerville,NJ,Somerset County,40.57,-74.61,NA,US,0,19420
08879,STANDARD,South Amboy,NJ,Middlesex County,40.47,-74.29,NA,US,0,18878
08880,STANDARD,South Bound Brook,NJ,Somerset County,40.55,-74.52,NA,US,0,3957
08882,STANDARD,South River,NJ,Middlesex County,40.44,-74.37,NA,US,0,13440
08884,STANDARD,Spotswood,NJ,Middlesex County,40.39,-74.39,NA,US,0,7032
08885,PO BOX,Stanton,NJ,Hunterdon County,40.58,-74.81,NA,US,0,0
08886,STANDARD,Stewartsville,NJ,Warren County,40.69,-75.1,NA,US,0,6042
08887,STANDARD,Three Bridges,NJ,Hunterdon County,40.52,-74.8,NA,US,0,978
08888,PO BOX,Whitehouse,NJ,Hunterdon County,40.62,-74.76,NA,US,0,0
08889,STANDARD,Whitehouse Station,NJ,Hunterdon County,40.6,-74.76,NA,US,0,8570
08890,PO BOX,Zarephath,NJ,Somerset County,40.53,-74.56,NA,US,0,0
08899,STANDARD,Edison,NJ,Middlesex County,40.52,-74.36,NA,US,0,0
08901,STANDARD,New Brunswick,NJ,Middlesex County,40.48,-74.44,NA,US,0,28187
08902,STANDARD,North Brunswick,NJ,Middlesex County,40.45,-74.48,NA,US,0,34952
08903,PO BOX,New Brunswick,NJ,Middlesex County,40.48,-74.44,NA,US,0,1450
08904,STANDARD,Highland Park,NJ,Middlesex County,40.5,-74.42,NA,US,0,11275
08905,UNIQUE,New Brunswick,NJ,Middlesex County,40.48,-74.44,NA,US,0,0
08906,PO BOX,New Brunswick,NJ,Middlesex County,40.48,-74.44,NA,US,0,0
08922,UNIQUE,New Brunswick,NJ,Middlesex County,40.48,-74.45,NA,US,1,0
08933,UNIQUE,New Brunswick,NJ,Middlesex County,40.48,-74.44,NA,US,0,0
08988,UNIQUE,New Brunswick,NJ,Middlesex County,40.45,-74.48,NA,US,1,0
08989,UNIQUE,New Brunswick,NJ,Middlesex County,40.48,-74.44,NA,US,0,0
09001,MILITARY,Apo,AE,,0,0,NA,US,1,0
09002,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09003,MILITARY,Apo,AE,,0,0,NA,US,0,0
09004,MILITARY,Apo,AE,,0,0,NA,US,0,0
09005,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09006,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09007,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09008,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09009,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09010,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09011,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09012,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09013,MILITARY,Apo,AE,,0,0,NA,US,0,0
09014,MILITARY,Apo,AE,,0,0,NA,US,0,0
09020,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09021,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09028,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09031,MILITARY,Apo,AE,,0,0,NA,US,1,0
09033,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09034,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09036,MILITARY,Apo,AE,,0,0,NA,US,1,0
09038,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09042,MILITARY,Apo,AE,,0,0,NA,US,0,0
09045,MILITARY,Apo,AE,,0,0,NA,US,1,0
09046,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09049,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09051,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09053,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09054,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09055,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09056,MILITARY,Apo,AE,,0,0,EU,DE,1,0
09058,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09059,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09060,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09063,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09067,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09068,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09069,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09074,MILITARY,Apo,AE,,0,0,NA,DE,1,0
09075,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09076,MILITARY,Apo,AE,,0,0,NA,US,1,0
09079,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09080,MILITARY,Apo,AE,,0,0,EU,DE,1,0
09081,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09086,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09088,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09089,MILITARY,Apo,AE,,0,0,NA,US,1,0
09090,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09092,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09094,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09095,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09096,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09099,MILITARY,Apo,AE,,0,0,NA,US,0,0
09100,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09102,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09103,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09104,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09107,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09110,MILITARY,Apo,AE,,0,0,NA,US,1,0
09112,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09114,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09123,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09126,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09128,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09131,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09136,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09137,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09138,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09139,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09140,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09142,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09143,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09154,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09165,MILITARY,Apo,AE,,0,0,NA,DE,1,0
09166,MILITARY,Apo,AE,,0,0,NA,US,1,0
09169,MILITARY,Apo,AE,,0,0,NA,US,1,0
09172,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09173,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09175,MILITARY,Apo,AE,,0,0,NA,DE,1,0
09177,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09180,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09182,MILITARY,Apo,AE,,0,0,NA,US,1,0
09183,MILITARY,Apo,AE,,0,0,NA,US,1,0
09185,MILITARY,Apo,AE,,0,0,NA,US,1,0
09186,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09201,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09211,MILITARY,Apo,AE,,0,0,NA,US,0,0
09212,MILITARY,Apo,AE,,0,0,NA,US,1,0
09213,MILITARY,Dpo,AE,,0,0,EU,DE,0,0
09214,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09225,MILITARY,Apo,AE,,0,0,NA,US,1,0
09226,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09227,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09229,MILITARY,Apo,AE,,0,0,NA,US,0,0
09237,MILITARY,Apo,AE,,0,0,NA,US,0,0
09244,MILITARY,Apo,AE,,0,0,NA,DE,1,0
09245,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09250,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09252,MILITARY,Apo,AE,,0,0,NA,US,1,0
09261,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09262,MILITARY,Apo,AE,,0,0,NA,US,1,0
09263,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09264,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09265,MILITARY,Dpo,AE,,0,0,EU,DE,0,0
09266,MILITARY,Apo,AE,,0,0,EU,DE,1,0
09267,MILITARY,Apo,AE,,0,0,EU,DE,0,0
09300,MILITARY,Apo,AE,,0,0,ME,IQ,1,0
09301,MILITARY,Apo,AE,,0,0,ME,IQ,0,0
09302,MILITARY,Apo,AE,,0,0,EU,GE,0,0
09303,MILITARY,Apo,AE,,0,0,ME,BH,1,0
09304,MILITARY,Apo,AE,,0,0,ME,IQ,1,0
09305,MILITARY,Apo,AE,,0,0,NA,US,1,0
09306,MILITARY,Apo,AE,,0,0,ME,KW,0,0
09307,MILITARY,Apo,AE,,0,0,ME,BH,0,0
09308,MILITARY,Apo,AE,,0,0,ME,IQ,0,0
09309,MILITARY,Apo,AE,,0,0,ME,QA,0,0
09310,MILITARY,Apo,AE,,0,0,ME,AF,0,0
09311,MILITARY,Apo,AE,,0,0,ME,AF,0,0
09312,MILITARY,Apo,AE,,0,0,ME,IQ,1,0
09313,MILITARY,Apo,AE,,0,0,ME,AF,0,0
09314,MILITARY,Apo,AE,,0,0,ME,AF,0,0
09315,MILITARY,Apo,AE,,0,0,ME,IQ,1,0
09316,MILITARY,Apo,AE,,0,0,ME,IQ,1,0
09317,MILITARY,Apo,AE,,0,0,ME,IQ,1,0
09318,MILITARY,Apo,AE,,0,0,NA,US,1,0
09319,MILITARY,Apo,AE,,0,0,NA,US,0,0
09320,MILITARY,Apo,AE,,0,0,ME,AF,0,0
09321,MILITARY,Apo,AE,,0,0,ME,IQ,1,0
09322,MILITARY,Apo,AE,,0,0,ME,IQ,1,0
09323,MILITARY,Apo,AE,,-44.25,33.53,NA,IQ,0,0
09324,MILITARY,Apo,AE,,0,0,NA,US,1,0
09327,MILITARY,Apo,AE,,0,0,ME,KW,0,0
09328,MILITARY,Apo,AE,,0,0,AS,OM,0,0
09330,MILITARY,Apo,AE,,0,0,ME,KW,0,0
09331,MILITARY,Apo,AE,,0,0,ME,IQ,1,0
09332,MILITARY,Apo,AE,,0,0,ME,IQ,1,0
09333,MILITARY,Apo,AE,,0,0,ME,IQ,1,0
09334,MILITARY,Apo,AE,,0,0,ME,IQ,1,0
09336,MILITARY,Apo,AE,,0,0,ME,IQ,1,0
09337,MILITARY,Apo,AE,,0,0,ME,KW,0,0
09338,MILITARY,Apo,AE,,0,0,ME,IQ,0,0
09339,MILITARY,Apo,AE,,0,0,AS,TM,1,0
09340,MILITARY,Apo,AE,,0,0,NA,XK,0,0
09342,MILITARY,Apo,AE,,0,0,ME,IQ,1,0
09343,MILITARY,Apo,AE,,0,0,ME,IL,0,0
09344,MILITARY,Apo,AE,,0,0,ME,IQ,1,0
09346,MILITARY,Apo,AE,,0,0,NA,US,1,0
09347,MILITARY,Apo,AE,,0,0,ME,AF,0,0
09348,MILITARY,Apo,AE,,0,0,ME,IQ,0,0
09350,MILITARY,Apo,AE,,0,0,ME,IQ,1,0
09351,MILITARY,Apo,AE,,0,0,ME,IQ,1,0
09352,MILITARY,Apo,AE,,0,0,ME,AF,0,0
09353,MILITARY,Apo,AE,,0,0,AS,KG,0,0
09354,MILITARY,Apo,AE,,0,0,ME,AF,0,0
09355,MILITARY,Apo,AE,,0,0,ME,AF,0,0
09356,MILITARY,Apo,AE,,0,0,ME,AF,0,0
09357,MILITARY,Apo,AE,,0,0,ME,KW,0,0
09358,MILITARY,Apo,AE,,0,0,AF,SC,1,0
09359,MILITARY,Apo,AE,,0,0,ME,IQ,1,0
09360,MILITARY,Apo,AE,,0,0,CA,CU,0,0
09361,MILITARY,Apo,AE,,0,0,ME,IQ,1,0
09362,MILITARY,Apo,AE,,0,0,ME,IQ,1,0
09363,MILITARY,Fpo,AE,,0,0,AF,DJ,0,0
09364,MILITARY,Apo,AE,,0,0,ME,AF,0,0
09365,MILITARY,Apo,AE,,0,0,ME,QA,0,0
09366,MILITARY,Apo,AE,,0,0,ME,KW,0,0
09367,MILITARY,Apo,AE,,0,0,NA,US,0,0
09368,MILITARY,Apo,AE,,0,0,ME,AF,0,0
09369,MILITARY,Fpo,AE,,0,0,ME,AF,0,0
09370,MILITARY,Apo,AE,,0,0,ME,AF,0,0
09371,MILITARY,Apo,AE,,0,0,NA,US,1,0
09372,MILITARY,Fpo,AE,,0,0,ME,AF,0,0
09373,MILITARY,Fpo,AE,,0,0,ME,AF,0,0
09374,MILITARY,Apo,AE,,0,0,ME,IQ,0,0
09375,MILITARY,Apo,AE,,0,0,ME,IQ,1,0
09376,MILITARY,Fpo,AE,,0,0,ME,AF,1,0
09377,MILITARY,Fpo,AE,,0,0,ME,AF,1,0
09378,MILITARY,Apo,AE,,0,0,ME,IQ,0,0
09379,MILITARY,Fpo,AE,,0,0,ME,BH,1,0
09380,MILITARY,Apo,AE,,0,0,ME,AF,0,0
09381,MILITARY,Apo,AE,,0,0,ME,IQ,1,0
09382,MILITARY,Apo,AE,,0,0,ME,AF,0,0
09383,MILITARY,Apo,AE,,0,0,ME,AF,0,0
09384,MILITARY,Apo,AE,,0,0,NA,US,0,0
09386,MILITARY,Apo,AE,,0,0,NA,US,1,0
09387,MILITARY,Apo,AE,,0,0,NA,US,0,0
09388,MILITARY,Apo,AE,,0,0,NA,US,1,0
09389,MILITARY,Apo,AE,,0,0,ME,IQ,1,0
09390,MILITARY,Apo,AE,,0,0,NA,US,1,0
09391,MILITARY,Apo,AE,,0,0,ME,IQ,1,0
09393,MILITARY,Apo,AE,,0,0,ME,IQ,0,0
09394,MILITARY,Fpo,AE,,0,0,NA,US,0,0
09396,MILITARY,Apo,AE,,0,0,ME,IQ,1,0
09397,MILITARY,Apo,AE,,0,0,NA,US,0,0
09399,MILITARY,Apo,AE,,0,0,NA,US,0,0
09402,MILITARY,Apo,AE,,0,0,NA,GB,1,0
09403,MILITARY,Apo,AE,,0,0,NA,GB,0,0
09409,MILITARY,Fpo,AE,,0,0,NA,US,1,0
09420,MILITARY,Fpo,AE,,0,0,NA,US,1,0
09421,MILITARY,Apo,AE,,0,0,NA,GB,0,0
09447,MILITARY,Apo,AE,,0,0,NA,GB,0,0
09454,MILITARY,Apo,AE,,0,0,NA,GB,0,0
09456,MILITARY,Apo,AE,,0,0,NA,GB,1,0
09459,MILITARY,Apo,AE,,0,0,NA,GB,0,0
09461,MILITARY,Apo,AE,,0,0,NA,US,0,0
09463,MILITARY,Apo,AE,,0,0,NA,GB,0,0
09464,MILITARY,Apo,AE,,0,0,NA,GB,0,0
09468,MILITARY,Apo,AE,,0,0,NA,GB,0,0
09469,MILITARY,Apo,AE,,0,0,NA,GB,0,0
09470,MILITARY,Apo,AE,,0,0,NA,GB,0,0
09494,MILITARY,Apo,AE,,0,0,NA,GB,0,0
09496,MILITARY,Apo,AE,,0,0,NA,US,0,0
09498,MILITARY,Dpo,AE,,0,0,NA,US,0,0
09499,MILITARY,Fpo,AE,,0,0,NA,US,1,0
09501,MILITARY,Fpo,AE,,0,0,NA,GB,0,0
09502,MILITARY,Fpo,AE,,0,0,NA,US,0,0
09503,MILITARY,Fpo,AE,,0,0,NA,US,0,0
09504,MILITARY,Fpo,AE,,0,0,NA,US,0,0
09505,MILITARY,Fpo,AE,,0,0,NA,US,0,0
09506,MILITARY,Fpo,AE,,0,0,NA,US,0,0
09507,MILITARY,Fpo,AE,,0,0,NA,US,0,0
09508,MILITARY,Fpo,AE,,0,0,NA,US,0,0
09509,MILITARY,Fpo,AE,,0,0,NA,US,0,0
09510,MILITARY,Fpo,AE,,0,0,NA,US,0,0
09511,MILITARY,Fpo,AE,,0,0,NA,US,0,0
09513,MILITARY,Fpo,AE,,0,0,NA,US,0,0
09517,MILITARY,Fpo,AE,,0,0,NA,US,0,0
09524,MILITARY,Fpo,AE,,0,0,NA,US,0,0
09532,MILITARY,Fpo,AE,,0,0,NA,US,0,0
09534,MILITARY,Fpo,AE,,0,0,NA,US,0,0
09543,MILITARY,Fpo,AE,,0,0,NA,US,0,0
09545,MILITARY,Fpo,AE,,0,0,NA,US,0,0
09549,MILITARY,Fpo,AE,,0,0,NA,US,0,0
09550,MILITARY,Fpo,AE,,0,0,NA,US,0,0
09554,MILITARY,Fpo,AE,,0,0,NA,US,0,0
09556,MILITARY,Fpo,AE,,0,0,NA,US,0,0
09557,MILITARY,Fpo,AE,,0,0,NA,US,0,0
09564,MILITARY,Fpo,AE,,0,0,NA,US,0,0
09565,MILITARY,Fpo,AE,,0,0,NA,US,0,0
09566,MILITARY,Fpo,AE,,0,0,NA,US,0,0
09567,MILITARY,Fpo,AE,,0,0,NA,US,0,0
09568,MILITARY,Fpo,AE,,0,0,NA,US,0,0
09569,MILITARY,Fpo,AE,,0,0,NA,US,0,0
09570,MILITARY,Fpo,AE,,0,0,NA,US,0,0
09573,MILITARY,Fpo,AE,,0,0,NA,US,0,0
09574,MILITARY,Fpo,AE,,0,0,NA,US,0,0
09575,MILITARY,Fpo,AE,,0,0,NA,US,0,0
09576,MILITARY,Fpo,AE,,0,0,NA,US,0,0
09577,MILITARY,Fpo,AE,,0,0,NA,US,0,0
09578,MILITARY,Fpo,AE,,0,0,NA,US,0,0
09579,MILITARY,Fpo,AE,,0,0,NA,US,0,0
09581,MILITARY,Fpo,AE,,0,0,NA,US,0,0
09582,MILITARY,Fpo,AE,,0,0,NA,US,0,0
09586,MILITARY,Fpo,AE,,0,0,NA,US,0,0
09587,MILITARY,Fpo,AE,,0,0,NA,US,0,0
09588,MILITARY,Fpo,AE,,0,0,NA,US,0,0
09589,MILITARY,Fpo,AE,,0,0,CA,CU,0,0
09590,MILITARY,Fpo,AE,,0,0,NA,US,0,0
09591,MILITARY,Fpo,AE,,0,0,NA,US,0,0
09593,MILITARY,Fpo,AE,,0,0,CA,CU,0,0
09594,MILITARY,Fpo,AE,,0,0,NA,US,0,0
09596,MILITARY,Fpo,AE,,0,0,NA,US,1,0
09599,MILITARY,Fpo,AE,,0,0,NA,US,0,0
09601,MILITARY,Apo,AE,,0,0,EU,IT,1,0
09602,MILITARY,Apo,AE,,0,0,EU,IT,0,0
09603,MILITARY,Apo,AE,,0,0,EU,IT,0,0
09604,MILITARY,Apo,AE,,0,0,NA,US,0,0
09605,MILITARY,Apo,AE,,0,0,EU,IT,0,0
09606,MILITARY,Apo,AE,,0,0,NA,US,0,0
09607,MILITARY,Fpo,AE,,0,0,NA,US,0,0
09608,MILITARY,Fpo,AE,,0,0,EU,IT,0,0
09609,MILITARY,Fpo,AE,,0,0,EU,IT,0,0
09610,MILITARY,Apo,AE,,0,0,EU,IT,0,0
09611,MILITARY,Apo,AE,,0,0,NA,US,0,0
09612,MILITARY,Fpo,AE,,0,0,NA,US,1,0
09613,MILITARY,Apo,AE,,0,0,EU,IT,0,0
09617,MILITARY,Apo,AE,,0,0,EU,IT,0,0
